stocksymbol,time,quantity,price,unweighted_moving_avg_price
s48461,78234,9393,120,120.0
s48927,78235,8754,292,293.0
s39058,78236,8629,138,138.0
s33395,78237,2661,255,253.33333333333334
s22065,78238,9492,341,341.0
s50594,78239,9326,102,103.0
s29615,78240,2675,402,402.0
s33784,78241,9472,431,428.5
s9843,78242,2001,65,65.0
s42587,78243,6617,483,479.6666666666667
s32571,78244,9768,433,430.5
s22991,78245,2679,305,305.3333333333333
s29904,78246,7196,87,87.0
s1029,78247,9316,487,487.0
s22748,78248,5974,312,313.0
s68015,78249,227,225,225.0
s30767,78250,6799,404,402.3333333333333
s30951,78251,1820,311,311.0
s22658,78252,5593,302,302.0
s58792,78253,8934,240,240.0
s10939,78254,440,174,174.0
s32592,78255,6007,431,431.0
s35387,78256,7682,237,237.0
s14745,78257,1228,318,318.0
s51518,78258,8492,342,338.6666666666667
s19224,78259,3834,355,355.0
s3065,78260,7026,367,367.5
s27962,78261,1800,334,334.0
s51338,78262,4428,416,414.0
s26360,78263,179,146,146.0
s18880,78264,5873,379,379.0
s30396,78265,8279,453,453.0
s18737,78266,5269,84,79.0
s45176,78267,1475,205,205.0
s7944,78268,9729,111,111.0
s36934,78269,1463,309,309.0
s42381,78270,8596,133,132.33333333333334
s61733,78271,7315,314,316.6666666666667
s1708,78272,8869,66,67.5
s40915,78273,6498,72,72.0
s52273,78274,2409,300,300.0
s36712,78275,6181,452,452.0
s4973,78276,5078,89,89.0
s54406,78277,3063,434,434.0
s68497,78278,1904,294,294.0
s20474,78279,5322,109,109.0
s46406,78280,5976,250,247.5
s33382,78281,5811,360,360.0
s60109,78282,118,291,293.5
s24324,78283,6316,216,216.5
s18889,78284,6893,473,474.4
s44932,78285,661,198,198.0
s63940,78286,2237,489,488.0
s32948,78287,7492,313,315.5
s3008,78288,2269,98,98.0
s48881,78289,4062,206,205.0
s53177,78290,3448,287,289.0
s52763,78291,7572,409,408.3333333333333
s25988,78292,6780,74,74.0
s16967,78293,2351,310,308.75
s30623,78294,3525,365,365.0
s6194,78295,566,50,50.0
s6497,78296,5170,336,336.0
s17668,78297,9558,494,496.0
s41105,78298,5054,212,212.0
s46959,78299,2620,230,230.5
s10488,78300,8103,460,460.0
s16931,78301,4562,240,238.0
s32646,78302,202,336,336.0
s28472,78303,6026,134,132.0
s60322,78304,5891,430,430.0
s59486,78305,252,298,298.0
s36138,78306,1678,205,206.0
s23281,78307,899,350,350.0
s29541,78308,3062,207,207.0
s44748,78309,2485,410,410.0
s485,78310,1315,332,334.5
s66054,78311,9964,291,291.0
s17770,78312,1529,433,430.5
s65183,78313,5955,83,81.0
s8607,78314,3444,440,440.5
s14836,78315,123,307,305.5
s22422,78316,593,278,278.0
s46336,78317,1545,491,491.0
s67125,78318,305,437,437.0
s41207,78319,2106,160,160.0
s16422,78320,1970,212,212.0
s21528,78321,9655,97,97.5
s62609,78322,4881,86,86.0
s42373,78323,8345,157,157.0
s63037,78324,6357,258,257.3333333333333
s4593,78325,5333,243,243.0
s33872,78326,7162,275,274.5
s15837,78327,7488,381,381.0
s69752,78328,1651,77,77.0
s36068,78329,2930,499,499.0
s52781,78330,2395,77,77.5
s3412,78331,7845,206,206.0
s51040,78332,7585,373,373.0
s53411,78333,5913,414,412.0
s45004,78334,8901,65,65.0
s58002,78335,9124,455,455.0
s1791,78336,989,142,142.0
s40226,78337,7649,299,296.5
s31234,78338,7446,409,413.4
s22448,78339,471,421,422.0
s13985,78340,9046,274,274.0
s704,78341,8627,136,136.0
s11543,78342,8119,374,374.0
s21396,78343,8452,233,233.0
s53175,78344,6542,177,177.0
s23311,78345,7196,490,490.0
s23031,78346,7717,486,486.0
s3815,78347,3671,139,139.0
s526,78348,2168,219,219.0
s18880,78349,5196,383,381.0
s27580,78350,9857,372,372.0
s66377,78351,3680,423,421.6666666666667
s3702,78352,7661,360,360.0
s26274,78353,7998,487,484.5
s69358,78354,6542,171,171.0
s20696,78355,1260,291,291.0
s61822,78356,6161,139,139.0
s2442,78357,5022,89,89.0
s49719,78358,4299,70,70.0
s46858,78359,9913,54,54.0
s2804,78360,4177,332,331.0
s22426,78361,7579,380,380.0
s10363,78362,8783,221,221.0
s14068,78363,5365,178,176.5
s44960,78364,5944,190,190.0
s39745,78365,5126,471,471.0
s38720,78366,7576,283,283.0
s18258,78367,9311,233,230.5
s4527,78368,3333,108,107.0
s44839,78369,5734,232,232.0
s33713,78370,3361,185,185.0
s60078,78371,4401,461,460.0
s13064,78372,531,146,145.5
s31764,78373,2102,386,387.0
s12174,78374,6655,220,217.5
s64926,78375,1796,240,240.0
s41077,78376,8475,242,242.0
s19985,78377,5634,130,130.0
s39372,78378,4461,189,189.0
s69163,78379,2648,88,85.66666666666667
s34836,78380,2274,208,208.0
s3969,78381,5325,171,171.0
s20180,78382,840,243,243.5
s69372,78383,6172,235,233.33333333333334
s23127,78384,4559,285,285.0
s540,78385,9601,212,212.0
s6159,78386,4393,476,479.0
s63052,78387,6547,196,196.0
s60976,78388,2010,255,255.5
s32325,78389,7650,176,176.0
s64116,78390,3875,183,183.0
s30588,78391,6971,427,427.5
s8144,78392,2718,276,276.0
s25331,78393,660,346,346.0
s61229,78394,7791,223,225.5
s44221,78395,9699,343,343.0
s33249,78396,5198,342,342.0
s52577,78397,4566,149,149.0
s68148,78398,9568,239,239.0
s36231,78399,1191,361,359.3333333333333
s23678,78400,723,337,337.0
s30914,78401,805,401,398.5
s49360,78402,225,150,150.0
s39167,78403,5377,285,285.0
s48386,78404,1198,209,216.0
s1157,78405,1753,322,322.0
s54031,78406,2174,422,422.0
s50367,78407,4862,340,344.6
s26032,78408,7813,377,378.0
s11984,78409,4379,282,280.0
s21221,78410,1139,218,218.0
s36628,78411,1723,387,387.0
s38024,78412,7789,447,448.3333333333333
s51430,78413,5527,500,499.0
s66671,78414,5186,242,242.0
s52148,78415,4579,294,295.5
s50525,78416,3983,475,475.0
s5947,78417,9026,488,488.0
s24764,78418,7968,58,58.0
s29517,78419,3659,138,138.0
s58212,78420,4425,257,257.0
s20586,78421,5885,61,61.0
s23793,78422,8675,218,219.5
s48584,78423,9359,195,194.0
s46193,78424,6925,469,464.75
s27662,78425,9486,374,374.0
s13441,78426,9167,457,456.0
s59762,78427,4438,106,107.33333333333333
s60008,78428,1510,132,132.0
s35593,78429,1554,359,359.0
s15509,78430,2637,88,85.66666666666667
s26064,78431,6242,474,474.0
s1794,78432,8061,206,209.33333333333334
s31995,78433,2938,460,457.0
s68904,78434,486,301,301.0
s49630,78435,7485,290,288.0
s34223,78436,3125,486,486.0
s64698,78437,7693,136,136.0
s42240,78438,902,435,430.25
s13924,78439,1835,439,439.0
s50751,78440,1039,328,328.0
s34479,78441,4619,340,340.0
s17268,78442,4398,369,369.6666666666667
s40520,78443,1248,181,181.0
s52648,78444,676,184,184.0
s69221,78445,3992,461,462.5
s45033,78446,1395,169,169.0
s60202,78447,7786,426,426.0
s30254,78448,6271,69,68.0
s13676,78449,9325,466,466.0
s25935,78450,7482,485,487.0
s9896,78451,1855,236,236.0
s17888,78452,6085,127,128.0
s67281,78453,1228,386,386.0
s63392,78454,2950,245,245.0
s31708,78455,4072,457,457.0
s3298,78456,2804,500,500.0
s55627,78457,3870,235,235.0
s69188,78458,8421,356,356.0
s60910,78459,1544,433,433.0
s16949,78460,7872,346,346.0
s7801,78461,7065,279,279.0
s67584,78462,7102,283,284.5
s40096,78463,1604,490,490.0
s38711,78464,6377,98,98.0
s6286,78465,3180,280,277.25
s47456,78466,3447,191,191.0
s63549,78467,9112,339,341.5
s8348,78468,2871,76,77.0
s60716,78469,7015,240,242.0
s2547,78470,7194,78,78.0
s18635,78471,6130,70,70.0
s66476,78472,3085,206,204.5
s59230,78473,3847,225,223.0
s17560,78474,4105,222,222.0
s56201,78475,1890,424,424.0
s42187,78476,9424,83,83.5
s62388,78477,2101,419,419.0
s35864,78478,3811,436,437.6666666666667
s24274,78479,9998,384,384.0
s62473,78480,2709,413,414.5
s12202,78481,7240,398,401.0
s9497,78482,1375,178,178.0
s46442,78483,9015,216,213.75
s49990,78484,5708,380,380.0
s20198,78485,797,259,258.0
s50592,78486,320,303,303.0
s30364,78487,1693,147,147.0
s10468,78488,6169,310,310.0
s21513,78489,2127,270,270.0
s22006,78490,5775,367,367.0
s44328,78491,1044,246,246.0
s15418,78492,7871,71,71.0
s67091,78493,8304,223,221.5
s67203,78494,7758,315,315.0
s63302,78495,4811,97,97.0
s47565,78496,9211,92,92.0
s47527,78497,4657,252,252.0
s10814,78498,6967,375,375.0
s29232,78499,5997,105,107.5
s38871,78500,6781,457,457.0
s10081,78501,2059,434,435.25
s69093,78502,1120,259,259.0
s21056,78503,9876,308,308.0
s22168,78504,586,352,352.0
s14653,78505,6121,247,246.5
s26989,78506,6282,302,302.0
s570,78507,9482,383,383.0
s55540,78508,2035,212,212.0
s33668,78509,5439,269,269.0
s3557,78510,4296,245,246.0
s38080,78511,369,154,154.0
s5502,78512,1641,419,419.0
s38518,78513,6869,330,330.0
s61273,78514,7340,159,159.0
s64649,78515,3202,188,188.0
s31896,78516,7419,67,67.0
s17692,78517,2405,373,375.0
s31548,78518,1951,114,114.0
s30107,78519,9482,296,296.0
s1613,78520,522,282,280.5
s49293,78521,8786,179,179.0
s56412,78522,5570,67,67.0
s5193,78523,3463,254,252.0
s34508,78524,9088,272,276.75
s69940,78525,5113,56,56.0
s34253,78526,3155,450,450.0
s47077,78527,4170,240,240.0
s48447,78528,6869,83,81.33333333333333
s33842,78529,3441,100,99.5
s7435,78530,6008,305,305.3333333333333
s48374,78531,5213,140,138.0
s51635,78532,5586,468,465.5
s11853,78533,7257,156,156.0
s24492,78534,3283,491,490.0
s24623,78535,4214,63,61.5
s52361,78536,8458,195,195.0
s41617,78537,8489,258,258.0
s43293,78538,9016,78,78.0
s22795,78539,9662,227,224.5
s17606,78540,7253,216,216.0
s1407,78541,4407,335,335.0
s56159,78542,381,418,418.0
s50423,78543,7451,80,80.0
s36862,78544,4893,444,444.0
s60137,78545,927,387,388.0
s68778,78546,8684,431,431.0
s30853,78547,7282,307,306.5
s58819,78548,8237,167,167.0
s38593,78549,7564,186,187.0
s57338,78550,7983,169,171.0
s11242,78551,4881,87,87.0
s9067,78552,3229,402,402.0
s43454,78553,4049,210,211.5
s35305,78554,5551,115,114.66666666666667
s7379,78555,5030,166,166.0
s50952,78556,241,428,429.5
s27757,78557,2980,481,481.0
s51291,78558,170,362,361.5
s2242,78559,8492,456,460.3333333333333
s26733,78560,1796,419,419.0
s62593,78561,519,58,57.0
s36593,78562,9390,144,144.0
s6207,78563,4272,497,497.0
s61239,78564,3093,296,298.0
s31565,78565,2711,116,116.5
s36082,78566,3955,258,258.6666666666667
s56863,78567,1664,481,480.5
s50409,78568,1911,318,318.0
s9005,78569,8580,368,369.5
s36178,78570,9836,413,413.0
s56269,78571,231,471,471.0
s39701,78572,2849,217,217.0
s19474,78573,6287,336,336.0
s4643,78574,5930,203,203.0
s35066,78575,5983,448,446.0
s68264,78576,7665,335,335.0
s3978,78577,2660,326,326.0
s44132,78578,9414,151,151.0
s45756,78579,3254,345,345.0
s44765,78580,372,62,63.0
s61475,78581,8491,468,468.0
s54745,78582,3118,122,121.0
s66474,78583,6937,468,468.0
s27970,78584,2282,96,97.66666666666667
s24807,78585,8620,393,394.0
s48708,78586,7506,430,432.0
s31121,78587,6820,143,143.0
s24053,78588,430,225,224.66666666666666
s50994,78589,6277,381,378.5
s17030,78590,7778,202,202.5
s14967,78591,2383,243,243.0
s33238,78592,1872,264,264.0
s14672,78593,9305,326,326.0
s53284,78594,9968,300,300.0
s40080,78595,8949,182,182.0
s50202,78596,4629,347,347.0
s28155,78597,2682,144,143.5
s48720,78598,2238,409,407.5
s64143,78599,8768,99,97.0
s1461,78600,8348,257,257.6666666666667
s55425,78601,3204,191,191.0
s40353,78602,3285,80,80.0
s35424,78603,9822,259,255.75
s14988,78604,6889,383,383.0
s45424,78605,2701,336,337.5
s22148,78606,179,213,213.0
s43653,78607,2617,391,391.0
s45133,78608,6112,275,275.0
s64840,78609,7132,253,253.0
s21058,78610,7306,195,197.0
s59645,78611,1772,254,254.0
s27218,78612,4197,206,207.0
s42190,78613,4358,368,369.0
s3279,78614,5403,61,61.0
s23748,78615,3879,455,455.0
s50760,78616,4037,197,197.0
s33412,78617,4592,175,175.0
s34193,78618,1745,394,394.0
s54134,78619,9069,144,144.0
s60241,78620,8567,137,137.0
s14269,78621,6577,444,444.0
s22654,78622,3797,175,181.5
s34783,78623,5354,469,469.0
s52390,78624,906,456,451.75
s38362,78625,605,443,444.0
s27563,78626,6077,410,410.0
s18306,78627,4431,100,100.0
s57591,78628,1466,245,242.5
s56366,78629,2092,284,285.3333333333333
s37238,78630,3111,148,148.0
s59659,78631,8066,308,308.0
s10000,78632,6022,346,346.0
s68445,78633,1115,218,215.5
s4363,78634,2313,268,268.0
s8807,78635,5262,65,65.0
s183,78636,7494,395,395.0
s38073,78637,9492,122,122.0
s69970,78638,1798,457,455.5
s52829,78639,9834,228,228.0
s39316,78640,4905,230,230.0
s15425,78641,2797,437,436.3333333333333
s60418,78642,2468,182,182.0
s19580,78643,8768,101,101.0
s12911,78644,5420,98,95.66666666666667
s66457,78645,1872,66,67.0
s63644,78646,861,152,152.0
s36656,78647,2797,284,284.0
s42587,78648,5937,482,480.25
s58035,78649,4076,259,259.0
s20764,78650,1422,426,426.0
s25402,78651,3703,63,65.5
s17453,78652,717,162,162.0
s48592,78653,8116,472,472.0
s62387,78654,494,150,150.0
s46600,78655,6749,236,236.33333333333334
s2046,78656,3158,95,94.5
s64896,78657,3102,218,220.0
s9734,78658,6676,395,394.0
s15827,78659,2774,128,128.0
s65694,78660,1010,213,213.0
s61453,78661,523,106,108.5
s11265,78662,1200,68,68.0
s34373,78663,7262,337,335.0
s44587,78664,4566,395,395.0
s66187,78665,4835,337,337.0
s68621,78666,2756,487,487.0
s44616,78667,4842,214,214.0
s22504,78668,376,84,86.5
s56213,78669,3934,166,166.0
s17030,78670,6229,207,204.0
s34062,78671,4160,100,99.5
s34321,78672,2698,192,194.5
s26947,78673,5029,85,82.5
s24560,78674,7618,296,298.5
s47272,78675,1507,66,65.5
s30051,78676,2163,428,428.0
s56986,78677,4057,150,150.0
s49054,78678,1575,418,418.0
s63553,78679,9420,181,181.0
s35612,78680,7572,219,219.0
s46024,78681,9330,230,230.0
s33615,78682,4604,456,456.0
s14910,78683,5156,368,368.0
s19594,78684,5808,80,78.83333333333333
s15623,78685,1700,429,425.3333333333333
s66582,78686,4287,101,101.0
s37623,78687,5954,76,78.0
s34422,78688,9775,489,489.0
s53135,78689,7736,355,353.5
s47599,78690,9165,289,287.6666666666667
s62215,78691,3646,383,380.6666666666667
s52154,78692,4247,474,472.0
s30300,78693,9256,308,308.0
s19655,78694,3018,323,323.0
s61615,78695,9004,79,80.0
s14782,78696,2944,190,190.0
s25952,78697,2863,178,178.0
s32245,78698,8415,485,485.0
s17001,78699,9905,77,77.0
s3480,78700,1413,149,149.0
s39943,78701,9612,457,454.5
s53048,78702,6767,438,438.0
s64226,78703,4676,86,84.0
s64929,78704,6021,156,156.0
s7149,78705,527,403,405.6666666666667
s39349,78706,6023,492,494.0
s21313,78707,7240,371,371.0
s60751,78708,8531,177,177.0
s27693,78709,5806,287,287.0
s47299,78710,9702,333,333.0
s55634,78711,7838,298,298.5
s2133,78712,6169,294,296.5
s13436,78713,8597,184,183.5
s1141,78714,1538,163,163.0
s27493,78715,7799,492,492.0
s4992,78716,286,251,256.2
s30785,78717,1954,319,319.0
s11364,78718,5005,461,461.0
s32319,78719,2420,370,372.5
s55194,78720,6254,129,128.75
s45519,78721,4962,124,124.0
s33647,78722,3807,358,358.5
s51724,78723,8059,462,461.3333333333333
s52745,78724,3066,458,461.0
s26994,78725,5251,56,58.0
s56380,78726,916,493,496.0
s25280,78727,1638,241,240.0
s44911,78728,7565,280,280.0
s56274,78729,8320,496,496.0
s21482,78730,342,105,105.0
s49614,78731,9864,184,184.0
s23770,78732,9076,331,331.0
s63118,78733,780,155,156.66666666666666
s30486,78734,2550,76,76.0
s68605,78735,2028,318,318.0
s12085,78736,5324,208,206.0
s40831,78737,4784,460,461.0
s61420,78738,5259,79,79.0
s56148,78739,6141,430,430.5
s42788,78740,4778,441,440.5
s33215,78741,4867,297,297.5
s57550,78742,4980,323,323.0
s13834,78743,4291,111,111.0
s53404,78744,5783,95,95.0
s50562,78745,6135,412,412.5
s44677,78746,437,404,404.0
s6046,78747,4252,306,306.0
s66239,78748,1947,234,234.0
s21214,78749,3177,103,103.0
s58559,78750,3264,428,428.0
s66709,78751,1743,112,112.5
s49273,78752,4205,462,462.0
s12126,78753,3183,424,424.0
s33268,78754,9121,438,438.0
s27306,78755,4203,205,205.0
s32035,78756,1884,94,92.66666666666667
s65823,78757,8130,259,255.25
s63975,78758,2825,472,472.0
s29789,78759,7580,497,498.5
s34828,78760,6582,206,206.5
s68453,78761,7952,392,392.0
s46398,78762,8620,230,232.5
s18079,78763,3070,499,497.0
s22894,78764,5753,181,181.0
s68486,78765,3124,480,480.0
s47967,78766,8278,256,256.0
s2587,78767,8448,404,404.0
s62106,78768,6861,206,204.0
s63739,78769,1381,162,162.0
s51460,78770,1506,464,464.0
s27672,78771,8626,489,487.0
s66880,78772,9118,426,426.0
s49416,78773,3002,240,240.0
s67260,78774,1008,310,310.0
s51315,78775,7503,381,381.0
s36486,78776,6129,115,115.0
s902,78777,7138,347,347.0
s9539,78778,3604,471,471.0
s33129,78779,1524,351,351.0
s35052,78780,7168,202,204.0
s64466,78781,2440,144,142.5
s14128,78782,9984,369,369.0
s39368,78783,9583,135,134.66666666666666
s9954,78784,2584,363,363.0
s754,78785,2227,348,348.0
s297,78786,7285,254,254.0
s60641,78787,2264,74,74.0
s42125,78788,8087,126,126.0
s22653,78789,2036,325,325.3333333333333
s20119,78790,4865,163,161.4
s68262,78791,5077,404,404.0
s61905,78792,9266,224,223.0
s43297,78793,832,77,77.0
s35688,78794,4748,284,284.0
s5065,78795,5341,64,64.0
s32300,78796,7857,354,354.0
s6976,78797,9599,481,481.0
s50165,78798,4171,480,480.0
s44685,78799,6243,434,434.0
s35369,78800,1481,400,400.0
s65551,78801,2522,297,296.5
s69363,78802,9359,123,125.5
s41419,78803,399,364,364.0
s35215,78804,9191,241,241.0
s49799,78805,4954,70,70.0
s34963,78806,6245,449,449.0
s11246,78807,5026,477,477.0
s33726,78808,6657,490,489.5
s5332,78809,4009,300,298.0
s67752,78810,7740,96,96.0
s30920,78811,8060,59,56.666666666666664
s65103,78812,9510,288,288.0
s67655,78813,2917,235,237.5
s31300,78814,2067,495,495.0
s14166,78815,8061,208,208.0
s35528,78816,1655,278,278.0
s69767,78817,4777,264,264.0
s51144,78818,9371,58,58.0
s19383,78819,2303,367,367.0
s2543,78820,6766,115,115.0
s4888,78821,1264,233,233.0
s49207,78822,590,181,176.0
s2549,78823,2286,334,331.5
s10466,78824,2445,56,58.0
s16196,78825,4227,60,60.0
s18444,78826,2395,278,278.0
s48971,78827,777,71,71.0
s19340,78828,9463,454,452.0
s49142,78829,8791,125,122.0
s65783,78830,7820,239,239.0
s30711,78831,2012,354,354.0
s66736,78832,1937,188,185.5
s7983,78833,427,305,305.0
s14617,78834,5386,91,91.0
s23719,78835,7554,68,68.0
s19722,78836,1035,120,121.5
s64589,78837,6422,60,60.0
s23100,78838,8051,216,216.0
s8257,78839,7222,384,384.0
s55492,78840,8006,433,433.0
s41598,78841,2086,378,373.0
s36708,78842,3770,155,155.0
s51603,78843,590,432,432.0
s41609,78844,3808,378,380.0
s24488,78845,1921,395,395.0
s24053,78846,5429,229,225.75
s64783,78847,6402,387,389.0
s10908,78848,9470,95,95.0
s25594,78849,9988,306,306.0
s5650,78850,1468,390,388.0
s9243,78851,5002,66,64.5
s32311,78852,9492,95,95.0
s51404,78853,2335,408,408.2
s63609,78854,6893,402,402.0
s41174,78855,5305,143,143.0
s51517,78856,2342,435,435.0
s4186,78857,8381,200,200.5
s65002,78858,8138,472,472.0
s34521,78859,8220,363,363.0
s40719,78860,3749,357,357.0
s48741,78861,9275,405,406.5
s38950,78862,8245,55,55.0
s69434,78863,3649,110,110.0
s13671,78864,1430,327,327.0
s54978,78865,7019,326,326.0
s10998,78866,2723,354,355.6
s29355,78867,9231,412,413.3333333333333
s765,78868,1628,337,337.0
s5647,78869,6238,423,423.0
s22129,78870,8782,284,284.0
s49635,78871,2461,264,265.5
s27946,78872,424,444,445.5
s11887,78873,1833,354,350.75
s14242,78874,5507,327,330.3333333333333
s60709,78875,5553,355,354.3333333333333
s39331,78876,7390,266,266.0
s33355,78877,4740,470,469.5
s37442,78878,5101,355,355.0
s49773,78879,7983,148,148.0
s10410,78880,9164,307,303.0
s48619,78881,791,433,432.5
s1936,78882,341,103,101.5
s50339,78883,2377,266,266.0
s22758,78884,8918,402,402.0
s40630,78885,9852,63,63.0
s43550,78886,1067,472,470.5
s37373,78887,4376,204,204.0
s48865,78888,1583,201,201.0
s22306,78889,5502,198,198.0
s2659,78890,3266,138,138.0
s18156,78891,5992,326,326.0
s3826,78892,1883,399,399.0
s19397,78893,5435,222,224.5
s22238,78894,1729,321,320.5
s52736,78895,1181,58,60.5
s39546,78896,9524,131,129.0
s28451,78897,3323,294,295.0
s12565,78898,1537,80,80.5
s26794,78899,7968,265,265.0
s49188,78900,7422,366,366.0
s56133,78901,8370,326,322.3333333333333
s13581,78902,8074,166,166.0
s30772,78903,2069,280,280.0
s50864,78904,1992,331,331.0
s2476,78905,6318,376,376.0
s13220,78906,6611,390,390.0
s53019,78907,3613,460,460.5
s51096,78908,9136,351,351.0
s17729,78909,8804,469,469.0
s59227,78910,1137,280,280.0
s42707,78911,5122,160,160.0
s53977,78912,239,349,349.0
s27436,78913,6231,173,173.0
s4035,78914,3028,152,150.5
s28036,78915,5391,357,357.0
s49602,78916,5764,262,264.5
s1721,78917,896,383,383.0
s56182,78918,4321,211,211.0
s53213,78919,8947,403,403.3333333333333
s39447,78920,924,188,188.0
s52711,78921,1485,499,496.5
s55145,78922,5046,80,77.5
s30484,78923,5699,487,487.0
s45459,78924,397,128,129.5
s32255,78925,2233,72,72.5
s10400,78926,3483,240,240.0
s19414,78927,1472,164,164.0
s59459,78928,3589,413,415.0
s41190,78929,6264,190,185.25
s51794,78930,4934,272,272.0
s62430,78931,7716,443,443.5
s29462,78932,1690,186,186.0
s27294,78933,211,133,134.0
s57817,78934,6630,104,104.0
s45657,78935,6403,470,470.0
s68236,78936,5339,334,335.5
s20512,78937,652,101,100.0
s11952,78938,2227,70,70.0
s42767,78939,1955,382,380.0
s69214,78940,6551,207,206.0
s47327,78941,9654,359,359.0
s61820,78942,396,307,307.0
s29989,78943,7963,335,336.25
s3131,78944,2774,109,109.0
s34623,78945,5400,318,319.0
s56440,78946,1404,379,379.0
s64976,78947,1766,344,345.3333333333333
s68555,78948,4356,359,359.0
s10583,78949,5631,163,163.0
s58423,78950,8429,369,369.0
s36419,78951,2719,258,255.5
s57482,78952,6285,114,114.0
s36210,78953,7506,290,292.0
s56380,78954,7772,498,496.4
s54467,78955,3973,197,197.0
s33137,78956,5429,170,170.0
s11179,78957,3206,273,271.0
s60421,78958,4461,130,130.33333333333334
s53311,78959,7335,83,83.0
s62554,78960,1657,215,215.0
s23373,78961,1261,205,205.75
s19839,78962,1461,157,157.0
s16803,78963,658,396,397.0
s46611,78964,5919,99,98.5
s53158,78965,7830,321,321.0
s60941,78966,5050,139,139.0
s57014,78967,4773,331,331.0
s18642,78968,4419,344,344.0
s24686,78969,1567,167,163.0
s35722,78970,3355,496,496.0
s60251,78971,6185,284,285.2
s56895,78972,1400,418,417.5
s27405,78973,3795,288,288.0
s19583,78974,1111,221,223.0
s26389,78975,596,243,243.0
s52895,78976,7043,149,149.0
s7870,78977,1974,382,382.0
s2871,78978,1565,55,55.0
s51091,78979,8035,278,278.0
s32546,78980,5950,199,200.75
s6103,78981,1031,464,464.0
s50281,78982,9673,492,492.5
s66549,78983,8316,333,333.0
s49350,78984,5755,362,361.0
s56142,78985,9237,161,160.85714285714286
s51853,78986,7909,318,318.0
s41798,78987,1630,200,198.5
s36267,78988,5219,476,476.0
s61429,78989,1326,322,321.0
s14460,78990,2724,420,420.0
s21614,78991,4750,238,241.75
s41725,78992,5370,382,382.0
s27610,78993,7063,367,367.0
s62501,78994,3049,413,412.5
s57030,78995,4391,141,141.0
s1061,78996,5359,356,356.0
s46203,78997,6355,53,53.0
s52967,78998,1092,288,286.0
s59734,78999,8773,406,406.0
s51658,79000,5904,411,419.25
s34871,79001,4451,374,370.0
s22069,79002,7397,440,440.0
s55947,79003,7581,100,98.0
s3273,79004,2602,371,371.0
s33186,79005,3208,365,365.0
s39569,79006,1284,256,255.0
s10426,79007,3224,330,330.0
s32029,79008,1899,112,114.0
s34753,79009,9980,270,268.5
s34635,79010,7028,135,135.0
s15197,79011,9075,409,408.5
s35759,79012,8651,279,279.0
s61615,79013,1652,75,79.0
s31293,79014,4901,389,387.2
s14408,79015,6060,441,441.0
s25317,79016,4561,403,405.5
s12455,79017,8613,118,118.0
s66299,79018,1442,369,369.0
s66665,79019,4600,122,124.0
s29070,79020,2233,232,233.0
s27034,79021,2844,233,233.0
s55551,79022,7540,51,51.0
s2301,79023,6805,487,487.0
s68712,79024,6816,235,237.0
s41242,79025,8718,125,125.0
s25148,79026,4829,53,53.0
s45679,79027,1395,370,371.6666666666667
s52898,79028,8263,150,150.0
s25561,79029,3879,68,65.5
s3844,79030,9121,365,365.0
s25654,79031,1784,460,459.5
s61646,79032,6778,189,189.0
s35690,79033,9253,115,115.0
s23544,79034,4398,363,363.0
s38090,79035,4309,78,76.0
s49272,79036,1984,71,71.0
s67364,79037,2829,363,363.0
s21293,79038,3193,408,408.0
s33869,79039,7092,381,379.5
s68631,79040,9464,497,497.0
s24948,79041,8902,406,406.0
s9170,79042,603,499,499.0
s56386,79043,1588,399,399.0
s61381,79044,617,462,462.0
s49955,79045,6794,162,158.33333333333334
s68599,79046,8876,187,187.5
s2459,79047,9083,400,400.0
s23361,79048,5774,101,101.5
s2463,79049,4120,357,357.0
s4228,79050,5935,63,63.0
s59632,79051,8327,301,300.5
s20950,79052,4237,317,317.0
s59717,79053,1095,142,142.0
s32978,79054,1755,110,109.5
s32165,79055,4469,448,448.0
s22114,79056,9231,450,450.0
s31571,79057,5600,366,366.0
s22849,79058,3750,162,161.0
s64203,79059,8057,250,250.0
s62696,79060,860,275,275.0
s6883,79061,8094,215,215.0
s65150,79062,5234,134,134.0
s10382,79063,3568,430,430.0
s15038,79064,7842,380,380.6666666666667
s60135,79065,5049,173,175.5
s44409,79066,6562,240,241.0
s15296,79067,6148,146,144.0
s20320,79068,4135,463,463.0
s11996,79069,6975,132,132.0
s30987,79070,6957,215,215.0
s37984,79071,4235,390,390.0
s19856,79072,6030,73,71.0
s33457,79073,407,500,498.3333333333333
s62623,79074,3893,394,394.0
s67765,79075,3771,318,318.0
s20051,79076,346,401,401.0
s34168,79077,4307,386,389.0
s8195,79078,5027,465,465.0
s30869,79079,6934,98,98.0
s52410,79080,1613,296,296.0
s65804,79081,3397,480,480.0
s58874,79082,4754,149,149.0
s36827,79083,5816,212,209.5
s29900,79084,6673,383,383.0
s67247,79085,7105,218,218.0
s21423,79086,7668,295,295.0
s26746,79087,223,434,431.5
s26380,79088,2057,484,484.0
s8890,79089,3196,325,325.0
s59379,79090,2541,195,195.0
s19939,79091,6268,435,435.0
s7299,79092,7714,432,432.0
s52157,79093,8486,64,66.5
s53414,79094,7673,71,67.0
s5533,79095,3958,422,421.8
s49900,79096,7113,110,110.0
s31020,79097,7402,69,67.5
s66101,79098,7295,226,226.5
