stocksymbol,time,quantity,price
s35831,90763,2175,145
s44151,90764,6152,410
s27577,90765,5763,215
s12417,90766,6548,237
s25785,90767,443,69
s12054,90768,8026,158
s31864,90769,9083,335
s29608,90770,9679,168
s2695,90771,6656,174
s25173,90772,1879,82
s38971,90773,7212,467
s6231,90774,7804,477
s34755,90775,4066,289
s37665,90776,5316,57
s28060,90777,1731,480
s20233,90778,7375,485
s9873,90779,4925,128
s33289,90780,9140,427
s15137,90781,2687,272
s26445,90782,8082,470
s7147,90783,8151,112
s47623,90784,8981,191
s39259,90785,9122,146
s30587,90786,8250,236
s21841,90787,1308,244
s44505,90788,6823,208
s37476,90789,9194,324
s15899,90790,3018,473
s48617,90791,5606,139
s44036,90792,2242,355
s26989,90793,1948,189
s38489,90794,906,189
s40553,90795,143,386
s13115,90796,1963,68
s14011,90797,3997,472
s12810,90798,664,242
s25044,90799,2610,175
s42261,90800,8585,73
s1158,90801,2549,340
s24758,90802,3958,125
s49511,90803,557,57
s41487,90804,1086,323
s2915,90805,8325,171
s27069,90806,1989,307
s11565,90807,7074,376
s2675,90808,9937,371
s34947,90809,3864,362
s5204,90810,7530,105
s17471,90811,1822,441
s24456,90812,5194,81
s5375,90813,5848,254
s36215,90814,3010,355
s10413,90815,7178,107
s4900,90816,5708,422
s42745,90817,807,185
s20572,90818,4989,338
s2584,90819,3226,83
s22254,90820,2030,280
s44250,90821,5035,254
s15004,90822,5748,94
s39966,90823,5116,102
s8586,90824,527,434
s40177,90825,7349,95
s11134,90826,7354,123
s27665,90827,6336,272
s40908,90828,5408,413
s34946,90829,2427,113
s30753,90830,9840,303
s32456,90831,1530,277
s32012,90832,8553,468
s36671,90833,7889,442
s46995,90834,3370,266
s46042,90835,5383,153
s3993,90836,6796,462
s46841,90837,3794,260
s45239,90838,8741,72
s6119,90839,6516,396
s12760,90840,4886,195
s49883,90841,3860,195
s44730,90842,6837,130
s31941,90843,3699,326
s3526,90844,2937,53
s26542,90845,2771,160
s45728,90846,1341,487
s48027,90847,8101,423
s16804,90848,340,124
s5914,90849,6575,112
s27394,90850,9458,144
s3690,90851,5127,115
s42119,90852,2329,239
s42007,90853,4649,172
s37282,90854,1502,312
s46238,90855,3050,148
s38669,90856,5750,463
s45785,90857,6820,368
s49519,90858,3269,309
s41794,90859,914,60
s14841,90860,7245,112
s34524,90861,5173,236
s1300,90862,7801,219
s7306,90863,4762,147
s42571,90864,4992,429
s20488,90865,9747,330
s23696,90866,1267,496
s12379,90867,9088,316
s11581,90868,9760,84
s25001,90869,1400,168
s20700,90870,538,410
s39834,90871,2885,284
s22586,90872,1618,174
s36518,90873,8130,145
s44515,90874,512,85
s38477,90875,1535,350
s24561,90876,8625,390
s14337,90877,5992,336
s13892,90878,276,162
s998,90879,7438,122
s40955,90880,2966,201
s17628,90881,4996,54
s48683,90882,1490,398
s14420,90883,5505,453
s21515,90884,4172,373
s39721,90885,4019,445
s44217,90886,8196,446
s22964,90887,3004,211
s23183,90888,8944,398
s4307,90889,5894,246
s4717,90890,6941,457
s10249,90891,481,391
s8007,90892,4287,333
s49328,90893,9916,434
s41230,90894,1575,290
s8998,90895,2416,207
s284,90896,3237,149
s15616,90897,3390,424
s6415,90898,8302,396
s4142,90899,3799,334
s2317,90900,808,95
s21647,90901,4447,381
s20849,90902,9637,91
s45039,90903,7025,363
s43768,90904,3783,479
s34297,90905,905,168
s16165,90906,8341,169
s14259,90907,2146,249
s15261,90908,1849,354
s36782,90909,6146,289
s38478,90910,9822,309
s42759,90911,3750,376
s11083,90912,4798,124
s14513,90913,7903,220
s18151,90914,9730,193
s36650,90915,9506,359
s10030,90916,3385,363
s12627,90917,7048,359
s31689,90918,9053,485
s31523,90919,8203,390
s39683,90920,1652,155
s20020,90921,7026,299
s42855,90922,8921,239
s39025,90923,8484,404
s29245,90924,7785,446
s153,90925,5121,147
s23475,90926,5178,466
s3507,90927,542,59
s38881,90928,4128,137
s15292,90929,9327,274
s8943,90930,1309,319
s6928,90931,5006,88
s42973,90932,1272,258
s3896,90933,5743,481
s17644,90934,7159,266
s32362,90935,2868,270
s30255,90936,3518,227
s15179,90937,581,85
s14139,90938,4651,411
s44324,90939,4257,366
s16016,90940,571,486
s45568,90941,3281,326
s9590,90942,3761,486
s19317,90943,9070,474
s36555,90944,9331,447
s17033,90945,4765,244
s13509,90946,5438,280
s44408,90947,4514,234
s42995,90948,7319,378
s37383,90949,794,385
s12368,90950,1500,325
s46675,90951,9830,313
s2460,90952,2481,121
s34389,90953,8910,458
s35780,90954,3167,402
s27811,90955,2415,490
s26274,90956,6360,461
s36506,90957,4406,88
s15420,90958,9868,307
s5667,90959,575,347
s30523,90960,9621,142
s16091,90961,5861,67
s2991,90962,7067,217
s27983,90963,5377,79
s26249,90964,6153,346
s44386,90965,549,77
s26095,90966,3730,268
s47673,90967,3928,406
s8482,90968,2001,83
s22115,90969,8957,439
s13333,90970,8598,396
s27406,90971,8104,143
s2511,90972,5040,127
s1749,90973,6405,249
s18792,90974,7936,453
s15627,90975,6524,231
s11142,90976,9747,234
s38673,90977,386,93
s36318,90978,4815,378
s18507,90979,3001,451
s7418,90980,2763,441
s1953,90981,8053,184
s13786,90982,7910,302
s42664,90983,3838,433
s44791,90984,1019,98
s38364,90985,884,211
s1676,90986,4682,108
s23501,90987,5298,396
s48162,90988,6612,91
s39016,90989,5231,446
s12348,90990,191,123
s42294,90991,1848,490
s24745,90992,8535,193
s6094,90993,2886,193
s38089,90994,7266,142
s3384,90995,3627,79
s22603,90996,2997,171
s29606,90997,9028,300
s8191,90998,3773,497
s40053,90999,3164,232
s40896,91000,958,54
s28695,91001,1952,73
s9893,91002,5200,239
s37174,91003,609,436
s435,91004,7136,313
s15168,91005,6506,385
s14712,91006,6919,73
s43007,91007,1866,181
s10781,91008,3217,487
s5323,91009,6259,52
s44761,91010,7511,418
s37785,91011,9732,140
s44201,91012,7270,176
s14988,91013,6894,452
s17815,91014,9300,134
s18122,91015,6496,149
s14460,91016,9540,72
s11067,91017,7950,84
s16203,91018,9686,479
s41194,91019,7877,360
s47019,91020,8539,54
s3423,91021,9724,65
s29826,91022,4905,125
s17404,91023,842,64
s28086,91024,4611,318
s5587,91025,7405,403
s49757,91026,3907,213
s49102,91027,3430,95
s23705,91028,9061,456
s14068,91029,5811,497
s38281,91030,2353,135
s7628,91031,9256,375
s24265,91032,7776,149
s27252,91033,9915,103
s48034,91034,9794,468
s12222,91035,6083,81
s16086,91036,7488,76
s28052,91037,9374,172
s12935,91038,5088,250
s568,91039,8604,247
s20403,91040,4685,316
s22515,91041,2311,491
s36944,91042,4157,273
s25107,91043,9636,401
s28443,91044,9773,238
s19316,91045,4284,203
s1833,91046,8125,56
s25778,91047,2980,272
s12990,91048,4966,211
s8958,91049,4513,306
s24742,91050,1611,407
s16180,91051,6805,327
s31697,91052,8680,471
s30342,91053,8547,400
s15620,91054,6173,159
s21045,91055,4509,489
s46164,91056,6458,466
s45592,91057,2679,498
s25990,91058,2647,364
s36357,91059,5009,450
s19079,91060,5153,192
s11899,91061,8785,149
s3836,91062,9229,268
s46082,91063,817,88
s37897,91064,4992,64
s47181,91065,749,90
s26218,91066,2819,413
s27019,91067,1208,256
s47102,91068,2476,474
s28879,91069,2966,214
s16226,91070,6039,159
s12649,91071,3476,141
s1347,91072,3784,53
s37502,91073,641,396
s46064,91074,204,335
s8684,91075,6144,415
s5673,91076,9227,90
s33163,91077,7296,259
s15588,91078,6220,104
s11484,91079,778,426
s7769,91080,5851,99
s27749,91081,8930,252
s17303,91082,1179,109
s36480,91083,9034,341
s4299,91084,3721,217
s14132,91085,4133,121
s25737,91086,628,393
s5573,91087,2781,230
s6525,91088,4100,209
s13473,91089,4813,323
s2465,91090,6127,358
s10189,91091,8095,481
s14644,91092,7194,412
s40547,91093,9219,191
s5681,91094,1218,190
s10303,91095,2775,79
s17068,91096,2563,382
s42451,91097,7697,417
s16430,91098,3846,459
s40296,91099,9882,185
s29698,91100,8973,223
s47391,91101,941,329
s18660,91102,4521,386
s40996,91103,6662,185
s16871,91104,2854,117
s29145,91105,7231,304
s15545,91106,6422,230
s3770,91107,8150,395
s39936,91108,9605,61
s22572,91109,2603,151
s44833,91110,8736,140
s41822,91111,500,122
s28336,91112,5312,479
s7926,91113,5532,391
s18221,91114,1912,301
s47523,91115,7864,284
s40578,91116,2685,91
s43465,91117,1169,192
s45641,91118,2991,375
s12852,91119,2686,451
s2278,91120,6945,62
s17201,91121,3636,187
s15279,91122,6237,456
s10014,91123,9660,445
s10358,91124,9176,176
s4703,91125,1561,485
s14938,91126,9681,460
s22236,91127,1502,297
s19743,91128,5085,354
s18899,91129,5953,416
s40395,91130,3090,321
s30404,91131,899,240
s23225,91132,4211,81
s24697,91133,2245,207
s28982,91134,6618,239
s15980,91135,2064,83
s49509,91136,5529,388
s28558,91137,3964,481
s13425,91138,4229,289
s21369,91139,5393,210
s44606,91140,7077,354
s46462,91141,4941,456
s13557,91142,1460,379
s48892,91143,8859,484
s36886,91144,2031,302
s17918,91145,5858,62
s17951,91146,5941,332
s1691,91147,8364,147
s42369,91148,7712,374
s46089,91149,8334,105
s26028,91150,5230,486
s20048,91151,3789,148
s12562,91152,2486,407
s47457,91153,3581,124
s40223,91154,9399,448
s39843,91155,9303,493
s35581,91156,1941,107
s39463,91157,8299,243
s39781,91158,3452,274
s41447,91159,6057,155
s45592,91160,7655,493
s21266,91161,2167,271
s21907,91162,6819,457
s28481,91163,5111,381
s48051,91164,1912,294
s24019,91165,1663,436
s32318,91166,4600,418
s25404,91167,6120,261
s17354,91168,5482,282
s10070,91169,8703,119
s33748,91170,6993,191
s19418,91171,7624,445
s38229,91172,3821,422
s37993,91173,8569,368
s6386,91174,4414,76
s46660,91175,7693,328
s33395,91176,611,306
s4987,91177,5285,277
s47339,91178,6701,493
s35740,91179,9346,272
s6933,91180,8124,281
s21406,91181,9628,384
s46844,91182,9538,131
s17760,91183,823,85
s40870,91184,8238,384
s10430,91185,3531,115
s41902,91186,8213,170
s19155,91187,607,271
s7670,91188,7470,220
s26239,91189,7157,204
s21345,91190,6731,429
s34019,91191,2079,119
s2300,91192,5396,225
s25401,91193,4103,269
s17178,91194,1708,56
s49041,91195,4940,454
s15675,91196,8888,275
s40997,91197,9973,136
s12396,91198,9336,260
s39904,91199,9525,318
s32313,91200,6181,323
s33805,91201,9515,374
s7157,91202,1487,456
s24131,91203,8016,492
s12979,91204,1270,191
s26162,91205,6743,445
s47417,91206,1931,369
s28498,91207,2799,218
s8746,91208,606,172
s14626,91209,3001,93
s36336,91210,8999,187
s15645,91211,4086,57
s3729,91212,8231,421
s32080,91213,9299,264
s34514,91214,805,176
s40157,91215,7408,127
s14473,91216,8241,347
s23511,91217,8369,370
s4678,91218,245,418
s43030,91219,6202,237
s37283,91220,4121,92
s35697,91221,5910,270
s16277,91222,4622,52
s11937,91223,6360,414
s33436,91224,9694,355
s33959,91225,7490,368
s39344,91226,6970,74
s34430,91227,6275,103
s20189,91228,2259,310
s321,91229,2570,136
s3518,91230,3481,325
s29429,91231,4657,201
s10746,91232,9768,84
s23307,91233,7386,399
s14763,91234,9015,57
s45879,91235,1586,219
s26705,91236,3008,113
s39583,91237,7119,293
s5536,91238,2497,489
s14303,91239,5112,53
s22597,91240,7099,458
s37941,91241,444,419
s40,91242,6842,222
s24381,91243,206,311
s26118,91244,6288,103
s17948,91245,4824,424
s24438,91246,4070,394
s10571,91247,5337,374
s22852,91248,5485,464
s22924,91249,8678,151
s4332,91250,517,381
s46686,91251,524,212
s33730,91252,8471,104
s3669,91253,3178,439
s868,91254,2889,415
s11594,91255,5505,383
s49254,91256,5826,389
s27422,91257,2045,157
s48592,91258,7897,262
s43964,91259,8423,81
s18853,91260,4766,449
s12209,91261,2145,322
s39746,91262,466,487
s27235,91263,4173,105
s18828,91264,9449,139
s11283,91265,8308,406
s46523,91266,7372,376
s26963,91267,3045,234
s18294,91268,9066,313
s4290,91269,3892,169
s5553,91270,4722,115
s21469,91271,6006,219
s37832,91272,9558,135
s8000,91273,1768,94
s4475,91274,2728,188
s8225,91275,6288,266
s28272,91276,7251,281
s11482,91277,6297,296
s23536,91278,633,105
s8403,91279,4831,83
s40382,91280,9513,487
s46053,91281,7856,120
s45210,91282,5387,467
s37310,91283,6890,111
s1598,91284,1086,311
s48868,91285,1675,391
s609,91286,1797,351
s48449,91287,9994,255
s6052,91288,3947,321
s43353,91289,301,197
s2109,91290,2105,113
s47326,91291,4527,355
s37395,91292,2482,457
s7347,91293,6288,269
s17051,91294,6041,310
s29309,91295,4715,176
s29059,91296,5456,456
s41650,91297,2278,64
s14287,91298,2826,157
s25487,91299,9420,276
s1698,91300,8104,295
s17082,91301,4566,224
s11453,91302,3649,207
s38023,91303,888,399
s38745,91304,7409,215
s8388,91305,3701,50
s20571,91306,5045,423
s10957,91307,9880,275
s2956,91308,6257,82
s25653,91309,4428,307
s36429,91310,8491,271
s29117,91311,7548,233
s19001,91312,3199,175
s26472,91313,7660,346
s25579,91314,3612,149
s47217,91315,9051,157
s29712,91316,8908,198
s7214,91317,8965,371
s42778,91318,3636,376
s12122,91319,823,239
s46845,91320,6303,476
s8455,91321,1269,363
s28884,91322,2684,306
s30940,91323,2487,500
s2643,91324,5237,352
s3251,91325,9307,222
s40381,91326,7319,257
s15320,91327,5538,133
s22216,91328,3600,334
s38868,91329,8226,157
s18275,91330,7122,403
s5254,91331,2084,472
s48408,91332,7466,422
s14722,91333,4492,342
s40328,91334,8691,138
s44393,91335,3963,332
s7948,91336,4316,326
s24087,91337,5925,159
s19279,91338,8384,414
s49421,91339,7928,280
s25200,91340,9430,96
s37989,91341,7843,187
s12117,91342,5959,379
s38740,91343,4810,354
s34836,91344,2392,182
s43422,91345,5144,273
s48321,91346,9389,51
s21585,91347,7706,396
s563,91348,8283,80
s20455,91349,5397,467
s41972,91350,4604,189
s48412,91351,2874,470
s19056,91352,9245,62
s15460,91353,7187,451
s3027,91354,4129,208
s3267,91355,8491,272
s15924,91356,5976,346
s39527,91357,8516,99
s19946,91358,262,496
s21312,91359,3130,172
s20762,91360,8520,59
s8777,91361,4176,311
s48879,91362,6360,455
s19392,91363,6486,156
s45069,91364,6563,411
s41543,91365,3366,164
s37236,91366,2374,300
s4547,91367,5876,395
s23727,91368,2372,352
s26891,91369,7280,268
s24183,91370,509,453
s48454,91371,5277,59
s34133,91372,6025,339
s7789,91373,1884,88
s16578,91374,5198,286
s25305,91375,4776,403
s41501,91376,2890,492
s5394,91377,6070,288
s15325,91378,2989,316
s31183,91379,5453,299
s21136,91380,9049,143
s20118,91381,9422,248
s37341,91382,5671,265
s40815,91383,5714,254
s22985,91384,869,429
s47810,91385,4289,374
s37388,91386,909,127
s20166,91387,7487,218
s21076,91388,2668,414
s31086,91389,6587,208
s48693,91390,2974,331
s45013,91391,3393,107
s48942,91392,466,275
s46285,91393,1637,125
s19444,91394,8901,117
s6203,91395,8241,398
s37768,91396,8317,419
s48746,91397,8673,362
s13471,91398,7838,390
s29725,91399,8688,170
s34080,91400,6200,462
s22510,91401,4892,305
s40173,91402,5072,222
s17296,91403,250,79
s24351,91404,2618,137
s39857,91405,8882,342
s10032,91406,7173,344
s8361,91407,9424,473
s21889,91408,7361,422
s19490,91409,6049,394
s41340,91410,2939,122
s37275,91411,6014,474
s27773,91412,945,66
s13721,91413,7456,446
s42770,91414,9611,334
s34680,91415,2877,497
s35952,91416,7597,500
s44931,91417,4284,242
s25852,91418,6910,330
s41599,91419,6120,199
s44025,91420,5093,406
s49823,91421,4896,264
s18108,91422,8081,137
s30452,91423,3195,320
s2889,91424,8679,159
s8251,91425,1478,348
s24781,91426,9236,65
s38210,91427,7934,328
s2816,91428,145,414
s45747,91429,3314,323
s8178,91430,3409,420
s5068,91431,3598,250
s45443,91432,7392,58
s12116,91433,5808,85
s17306,91434,6965,478
s20967,91435,2333,497
s39444,91436,3853,91
s47395,91437,2194,85
s38427,91438,4448,492
s2975,91439,2448,74
s32219,91440,2621,285
s18248,91441,6643,209
s49620,91442,2564,55
s19727,91443,8766,427
s15055,91444,5800,212
s19393,91445,2903,232
s41368,91446,1949,423
s14684,91447,4323,112
s36169,91448,4697,292
s21597,91449,787,179
s46437,91450,4200,67
s10086,91451,2506,328
s37798,91452,421,220
s23438,91453,6859,135
s1208,91454,1332,223
s10509,91455,8445,488
s11444,91456,774,370
s10015,91457,2050,439
s24688,91458,9270,192
s8602,91459,7293,424
s40863,91460,2363,77
s38252,91461,7317,294
s48254,91462,4277,429
s31390,91463,5366,415
s9242,91464,5379,269
s38308,91465,3900,438
s19843,91466,328,155
s47959,91467,7956,110
s19718,91468,994,407
s11626,91469,1575,400
s16084,91470,4686,244
s19034,91471,5222,336
s15727,91472,1683,475
s13731,91473,2117,324
s9299,91474,4690,351
s45250,91475,2733,220
s48866,91476,612,334
s8306,91477,8442,259
s7139,91478,2747,492
s36326,91479,6012,373
s5435,91480,3739,380
s39159,91481,9755,438
s16004,91482,5437,371
s35044,91483,7227,454
s46231,91484,6346,383
s42004,91485,5550,487
s29549,91486,7931,476
s27499,91487,7465,342
s26038,91488,618,198
s12718,91489,9265,180
s35071,91490,4774,153
s14885,91491,2403,152
s20731,91492,5087,77
s45987,91493,260,380
s43900,91494,6464,223
s43166,91495,8056,245
s26833,91496,1180,181
s23500,91497,9376,280
s8783,91498,237,289
s23242,91499,612,334
s34958,91500,9298,490
s22973,91501,5220,205
s48030,91502,807,204
s47917,91503,9431,102
s5358,91504,6646,298
s31152,91505,4735,431
s10995,91506,8573,251
s47919,91507,9338,138
s195,91508,1125,232
s14545,91509,9173,460
s6759,91510,7396,364
s47709,91511,9188,125
s38429,91512,4588,497
s17468,91513,7930,435
s7185,91514,103,397
s44001,91515,4490,312
s31325,91516,7855,214
s10612,91517,8976,243
s39741,91518,8717,302
s27152,91519,3557,73
s25397,91520,6324,61
s21099,91521,6676,62
s30282,91522,8818,416
s41496,91523,3813,134
s35362,91524,4573,457
s5824,91525,9104,409
s38875,91526,1151,99
s4288,91527,1560,207
s49065,91528,4535,115
s43635,91529,4182,95
s43398,91530,7273,300
s44804,91531,4731,162
s9267,91532,9030,250
s32223,91533,7573,126
s179,91534,2224,112
s33022,91535,6482,85
s10857,91536,492,448
s32158,91537,9752,76
s48552,91538,5495,327
s24242,91539,1995,58
s3132,91540,8856,296
s18170,91541,8906,150
s45098,91542,1203,419
s9617,91543,1003,281
s3200,91544,9080,330
s26502,91545,5391,210
s24761,91546,6103,233
s10200,91547,5179,373
s21208,91548,518,429
s39956,91549,6963,271
s37692,91550,6521,354
s12887,91551,4271,198
s2088,91552,3127,313
s11893,91553,909,324
s34888,91554,2616,94
s31335,91555,5340,158
s38770,91556,2228,317
s46977,91557,1973,360
s17395,91558,5671,227
s28575,91559,9812,187
s3297,91560,1716,376
s40854,91561,8281,84
s1629,91562,330,295
s23203,91563,4334,332
s10891,91564,4646,381
s31525,91565,8344,361
s14919,91566,8579,449
s9303,91567,7549,286
s12845,91568,5491,437
s41312,91569,7215,338
s12819,91570,194,309
s43100,91571,7498,497
s49647,91572,9914,462
s42195,91573,5979,262
s4407,91574,6848,267
s47212,91575,9447,384
s11690,91576,903,97
s5251,91577,4792,79
s5797,91578,5717,320
s4759,91579,8099,88
s666,91580,3377,423
s25197,91581,8742,396
s19526,91582,9370,410
s42091,91583,5559,258
s29152,91584,7222,297
s25952,91585,6417,425
s6918,91586,6047,220
s45888,91587,1415,272
s32484,91588,5139,57
s32330,91589,7035,154
s6114,91590,3644,155
s1902,91591,1280,384
s36592,91592,4375,158
s10656,91593,9383,77
s12062,91594,8443,322
s27540,91595,9819,344
s28370,91596,5806,332
s14123,91597,8374,392
s18390,91598,312,110
s3962,91599,9301,233
s11335,91600,990,125
s30108,91601,7804,272
s22451,91602,5598,499
s25776,91603,5169,217
s22274,91604,8353,456
s30155,91605,1661,296
s33624,91606,714,309
s20551,91607,1114,203
s29120,91608,2108,273
s38688,91609,5212,494
s28817,91610,8666,336
s45034,91611,603,123
s47575,91612,5957,303
s4818,91613,7520,362
s10107,91614,3281,367
s11019,91615,8047,411
s14564,91616,922,446
s17892,91617,9202,147
s36780,91618,9824,400
s7819,91619,2357,313
s24537,91620,408,165
s40730,91621,818,176
s4207,91622,1127,209
s16674,91623,4612,331
s44026,91624,3827,268
s26505,91625,238,213
s35350,91626,5575,146
s47002,91627,2087,388
s32841,91628,7875,166
s25449,91629,9778,362
s9997,91630,7979,127
s17879,91631,6284,296
s48954,91632,5228,386
s769,91633,2443,102
s23339,91634,8949,362
s9637,91635,9664,396
s29880,91636,6430,271
s28334,91637,848,112
s18998,91638,7019,446
s7130,91639,6343,180
s7123,91640,3831,160
s13493,91641,8609,392
s26690,91642,3379,405
s11734,91643,654,458
s47454,91644,6409,100
s28923,91645,9772,154
s49222,91646,8813,250
s26209,91647,8835,500
s4080,91648,5988,175
s31080,91649,6827,485
s12854,91650,603,284
s29856,91651,1670,390
s45355,91652,5617,332
s14436,91653,1291,352
s30155,91654,179,296
s42689,91655,8034,84
s38717,91656,2554,303
s26051,91657,1147,257
s4928,91658,6822,189
s42726,91659,7221,226
s25991,91660,3191,497
s27688,91661,1116,425
s8304,91662,8205,104
s30842,91663,1970,435
s49742,91664,9881,403
s15213,91665,2411,430
s17490,91666,5613,492
s13578,91667,1399,156
s3810,91668,8165,194
s42894,91669,911,338
s49342,91670,8607,321
s20433,91671,7472,472
s6876,91672,3341,440
s13687,91673,2054,484
s5678,91674,5677,130
s9395,91675,8020,431
s30848,91676,1075,160
s43817,91677,8713,250
s32950,91678,2126,341
s46608,91679,4141,175
s27472,91680,5837,164
s47936,91681,9871,379
s47736,91682,2884,206
s34524,91683,8569,239
s7082,91684,9098,192
s5652,91685,5801,83
s37837,91686,1585,413
s20941,91687,9391,399
s23112,91688,9231,101
s15211,91689,3807,111
s12183,91690,2327,143
s39817,91691,8526,88
s42275,91692,1771,161
s14770,91693,8572,298
s25392,91694,6533,308
s44604,91695,1850,292
s36232,91696,1719,288
s27278,91697,1778,157
s36420,91698,2208,405
s32112,91699,3006,245
s10846,91700,2956,424
s28741,91701,4658,157
s16525,91702,6423,259
s20743,91703,6972,90
s47436,91704,7995,50
s31124,91705,5456,75
s12542,91706,3132,68
s19495,91707,965,64
s15402,91708,3231,98
s25154,91709,4720,150
s30886,91710,1894,112
s23101,91711,9805,434
s600,91712,683,240
s4892,91713,2585,65
s45594,91714,8169,127
s39479,91715,9626,376
s32208,91716,2020,127
s42968,91717,1203,296
s30223,91718,9908,240
s15522,91719,2064,313
s23594,91720,7001,158
s28155,91721,801,456
s4932,91722,1630,160
s40660,91723,2019,421
s30025,91724,6175,262
s22879,91725,5625,404
s43914,91726,2920,286
s4006,91727,1940,163
s9038,91728,7622,138
s18563,91729,2446,459
s35514,91730,295,168
s33864,91731,8274,405
s18755,91732,3848,335
s27022,91733,6705,106
s16633,91734,4959,185
s40749,91735,5616,193
s12392,91736,6305,149
s40899,91737,9561,140
s4556,91738,5334,154
s37190,91739,2818,386
s27822,91740,4313,138
s49205,91741,7881,362
s11684,91742,9806,309
s23517,91743,2998,72
s43530,91744,4187,484
s833,91745,465,413
s10581,91746,3703,492
s13828,91747,2960,298
s2049,91748,702,316
s20678,91749,3285,167
s49301,91750,5807,146
s30274,91751,5395,260
s32864,91752,6603,376
s13103,91753,5711,441
s44655,91754,3237,204
s5335,91755,1116,413
s26283,91756,9308,184
s31935,91757,6831,400
s7497,91758,4049,450
s21628,91759,7287,323
s22537,91760,1426,258
s48488,91761,8203,116
s41265,91762,5882,463
s22027,91763,8968,376
s4416,91764,3242,237
s18513,91765,7221,66
s35900,91766,5164,260
s44706,91767,6948,79
s8287,91768,5473,126
s43976,91769,1010,276
s22735,91770,698,470
s27737,91771,4860,275
s5976,91772,7114,417
s27949,91773,2734,57
s42152,91774,2497,257
s18001,91775,3750,491
s21551,91776,9640,496
s25494,91777,5175,318
s39665,91778,2139,419
s15834,91779,6540,128
s42499,91780,3906,146
s2693,91781,8853,243
s44847,91782,9936,366
s44217,91783,2032,451
s5865,91784,4187,431
s26561,91785,6035,286
s8272,91786,7781,157
s28911,91787,4869,82
s30692,91788,8210,112
s27985,91789,4433,451
s15162,91790,7000,52
s14966,91791,9019,343
s13938,91792,2205,301
s8384,91793,6344,317
s27470,91794,1738,324
s22373,91795,4432,154
s30115,91796,2938,108
s9794,91797,1417,110
s12753,91798,6888,204
s40284,91799,3537,201
s6549,91800,5115,326
s32925,91801,255,297
s22578,91802,4914,241
s1883,91803,3003,132
s17110,91804,6623,305
s35038,91805,4481,447
s31809,91806,8288,83
s6004,91807,9992,206
s31052,91808,9613,436
s11764,91809,9914,328
s2499,91810,583,355
s35700,91811,8667,366
s14081,91812,6827,300
s18559,91813,2696,298
s4834,91814,2464,358
s9442,91815,3852,418
s30538,91816,8295,381
s25937,91817,6535,62
s19524,91818,4315,488
s46011,91819,3064,80
s38878,91820,7114,424
s10080,91821,5965,343
s18567,91822,8054,316
s37467,91823,7633,82
s35702,91824,5208,91
s27746,91825,5431,50
s15492,91826,7010,204
s3151,91827,6485,334
s5612,91828,9021,277
s44266,91829,193,305
s7348,91830,6577,51
s44471,91831,9513,251
s4856,91832,5103,248
s2152,91833,4475,197
s8892,91834,3797,196
s19985,91835,3211,298
s15495,91836,317,339
s40335,91837,9620,52
s34333,91838,6172,353
s20852,91839,1369,373
s8257,91840,7755,375
s957,91841,1740,204
s14125,91842,415,276
s31259,91843,2652,365
s27719,91844,1986,190
s3325,91845,6790,492
s25310,91846,4946,187
s4680,91847,9278,254
s18343,91848,5335,83
s24834,91849,7334,97
s7408,91850,9173,277
s32942,91851,7756,368
s11124,91852,6077,217
s13767,91853,199,257
s42859,91854,4695,130
s40288,91855,5172,456
s32657,91856,6372,70
s42875,91857,6997,139
s1132,91858,140,286
s41211,91859,3841,493
s39174,91860,6376,315
s25036,91861,366,157
s36604,91862,812,119
s354,91863,4885,408
s5156,91864,1688,175
s22677,91865,686,322
s23150,91866,5772,148
s26624,91867,6921,152
s34908,91868,4969,485
s38006,91869,8755,284
s10246,91870,9454,299
s10546,91871,8951,498
s44573,91872,3698,97
s20075,91873,2226,94
s47888,91874,7717,161
s11884,91875,9363,62
s34814,91876,8703,327
s32874,91877,3738,268
s7235,91878,4850,417
s2510,91879,922,368
s46533,91880,8342,486
s39370,91881,6096,127
s43705,91882,3096,443
s47045,91883,4707,146
s20164,91884,5300,165
s47714,91885,3657,245
s15887,91886,5961,195
s13186,91887,2544,307
s40343,91888,2438,190
s388,91889,263,416
s434,91890,118,369
s29603,91891,7405,442
s45472,91892,416,239
s9189,91893,914,482
s2942,91894,1817,217
s49444,91895,756,136
s12671,91896,309,254
s14315,91897,4812,456
s47797,91898,8597,389
s486,91899,8800,242
s25320,91900,7154,402
s1293,91901,3718,207
s43232,91902,6215,200
s41758,91903,4235,226
s19872,91904,4250,471
s34923,91905,7959,138
s1182,91906,3876,283
s37112,91907,1399,278
s4960,91908,2197,299
s114,91909,6636,479
s33931,91910,2743,310
s35573,91911,7893,406
s19511,91912,468,406
s15235,91913,5142,209
s2460,91914,9996,124
s8443,91915,2211,71
s32847,91916,2139,403
s24888,91917,8608,84
s9230,91918,3813,469
s9558,91919,1440,50
s4570,91920,8330,312
s46640,91921,3169,64
s33948,91922,2813,463
s7879,91923,8792,441
s13927,91924,8963,483
s48411,91925,6126,429
s43942,91926,7899,223
s28625,91927,3817,311
s6526,91928,4141,209
s20862,91929,9430,343
s18858,91930,7221,390
s14213,91931,7590,217
s14495,91932,3440,210
s34605,91933,7754,120
s23389,91934,7437,272
s1464,91935,4561,71
s29994,91936,8082,161
s46990,91937,8212,154
s14451,91938,2951,176
